,alpha,avg_score,min_df,ngram,scores,scoring_method,vectorizer
211,0.1,0.751179404232,1e-05,"(1, 2)","[0.758592802264, 0.742013748484, 0.752931661949]",testing_score,TfidfVectorizer
212,1.0,0.728534842971,1e-05,"(1, 2)","[0.731095835018, 0.729882733522, 0.724625960372]",testing_score,TfidfVectorizer
213,5.0,0.700363930449,1e-05,"(1, 2)","[0.702385766276, 0.705216336433, 0.693489688637]",testing_score,TfidfVectorizer
214,10.0,0.671114705486,1e-05,"(1, 2)","[0.676910634856, 0.679336837849, 0.657096643753]",testing_score,TfidfVectorizer
215,50.0,0.561665992721,1e-05,"(1, 2)","[0.578245046502, 0.558835422564, 0.547917509098]",testing_score,TfidfVectorizer
216,0.0,0.548187087209,0.0001,"(1, 2)","[0.552769915083, 0.542660735948, 0.549130610594]",testing_score,TfidfVectorizer
217,0.1,0.751179404232,0.0001,"(1, 2)","[0.758592802264, 0.742013748484, 0.752931661949]",testing_score,TfidfVectorizer
218,1.0,0.728534842971,0.0001,"(1, 2)","[0.731095835018, 0.729882733522, 0.724625960372]",testing_score,TfidfVectorizer
219,5.0,0.700363930449,0.0001,"(1, 2)","[0.702385766276, 0.705216336433, 0.693489688637]",testing_score,TfidfVectorizer
220,10.0,0.671114705486,0.0001,"(1, 2)","[0.676910634856, 0.679336837849, 0.657096643753]",testing_score,TfidfVectorizer
221,50.0,0.561665992721,0.0001,"(1, 2)","[0.578245046502, 0.558835422564, 0.547917509098]",testing_score,TfidfVectorizer
222,0.0,0.621916700364,0.001,"(1, 2)","[0.621916700364, 0.614233724222, 0.629599676506]",testing_score,TfidfVectorizer
223,0.1,0.73797007683,0.001,"(1, 2)","[0.742822482814, 0.733926405176, 0.737161342499]",testing_score,TfidfVectorizer
224,1.0,0.726782585254,0.001,"(1, 2)","[0.72745653053, 0.728669632026, 0.724221593207]",testing_score,TfidfVectorizer
225,5.0,0.698342094622,0.001,"(1, 2)","[0.696320258795, 0.701577031945, 0.697128993126]",testing_score,TfidfVectorizer
226,10.0,0.67515837714,0.001,"(1, 2)","[0.671653861706, 0.681358673676, 0.672462596037]",testing_score,TfidfVectorizer
227,50.0,0.585928022645,0.001,"(1, 2)","[0.603315810756, 0.583906186818, 0.57056207036]",testing_score,TfidfVectorizer
228,0.0,0.668149346273,0.01,"(1, 2)","[0.657905378083, 0.667610190053, 0.678932470683]",testing_score,TfidfVectorizer
229,0.1,0.670036393045,0.01,"(1, 2)","[0.659118479579, 0.668823291549, 0.682167408006]",testing_score,TfidfVectorizer
230,1.0,0.671653861706,0.01,"(1, 2)","[0.659118479579, 0.671249494541, 0.684593610999]",testing_score,TfidfVectorizer
231,5.0,0.66518398706,0.01,"(1, 2)","[0.655074807926, 0.663162151233, 0.677315002022]",testing_score,TfidfVectorizer
232,10.0,0.657366221863,0.01,"(1, 2)","[0.649009300445, 0.656692276587, 0.666397088556]",testing_score,TfidfVectorizer
233,50.0,0.607494271465,0.01,"(1, 2)","[0.615446825718, 0.610190052568, 0.59684593611]",testing_score,TfidfVectorizer
234,0.0,0.587680280361,0.1,"(1, 2)","[0.562474727052, 0.587141124141, 0.613424989891]",testing_score,TfidfVectorizer
235,0.1,0.587545491306,0.1,"(1, 2)","[0.562474727052, 0.587141124141, 0.613020622725]",testing_score,TfidfVectorizer
236,1.0,0.586197600755,0.1,"(1, 2)","[0.561261625556, 0.585928022645, 0.611403154064]",testing_score,TfidfVectorizer
237,5.0,0.585658444534,0.1,"(1, 2)","[0.562474727052, 0.588354225637, 0.606146380914]",testing_score,TfidfVectorizer
238,10.0,0.587006335086,0.1,"(1, 2)","[0.567327133037, 0.587949858471, 0.605742013748]",testing_score,TfidfVectorizer
239,50.0,0.588758592802,0.1,"(1, 2)","[0.583097452487, 0.592397897291, 0.590780428629]",testing_score,TfidfVectorizer
